ID|name|name_lower|composer|milliseconds|bytes|unit_price|media_type_ID|genre_ID|album_ID
1207|The Reincarnation of Benjamin Breeg|the reincarnation of benjamin breeg||442106|7367736|0.99|2|1|94
1208|For the Greater Good of God|for the greater good of god||564893|9367328|0.99|2|1|94
1209|Lord of Light|lord of light||444614|7393698|0.99|2|1|94
1210|The Legacy|the legacy||562966|9314287|0.99|2|1|94
1211|Hallowed Be Thy name (Live) Non Album Bonus track|hallowed be thy name (live) non album bonus track||431262|7205816|0.99|2|1|94
1212|The Number Of The Beast|the number of the beast|Steve Harris|294635|4718897|0.99|1|3|95
1213|The Trooper|the trooper|Steve Harris|235311|3766272|0.99|1|3|95
1214|Prowler|prowler|Steve Harris|255634|4091904|0.99|1|3|95
1215|Transylvania|transylvania|Steve Harris|265874|4255744|0.99|1|3|95
1216|Remember Tomorrow|remember tomorrow|Paul Di'Anno/Steve Harris|352731|5648438|0.99|1|3|95
1217|Where Eagles Dare|where eagles dare|Steve Harris|289358|4630528|0.99|1|3|95
1218|Sanctuary|sanctuary|David Murray/Paul Di'Anno/Steve Harris|293250|4694016|0.99|1|3|95
1219|Running Free|running free|Paul Di'Anno/Steve Harris|228937|3663872|0.99|1|3|95
1220|Run To The Hilss|run to the hilss|Steve Harris|237557|3803136|0.99|1|3|95
1221|2 Minutes To Midnight|2 minutes to midnight|Adrian Smith/Bruce Dickinson|337423|5400576|0.99|1|3|95
1222|Iron Maiden|iron maiden|Steve Harris|324623|5195776|0.99|1|3|95
1223|Hallowed Be Thy name|hallowed be thy name|Steve Harris|471849|7550976|0.99|1|3|95
1224|Be Quick Or Be Dead|be quick or be dead|Bruce Dickinson/Janick Gers|196911|3151872|0.99|1|3|96
1225|From Here To Eternity|from here to eternity|Steve Harris|259866|4159488|0.99|1|3|96
1226|Can I Play With Madness|can i play with madness|Adrian Smith/Bruce Dickinson/Steve Harris|282488|4521984|0.99|1|3|96
1227|Wasting Love|wasting love|Bruce Dickinson/Janick Gers|347846|5566464|0.99|1|3|96
1228|Tailgunner|tailgunner|Bruce Dickinson/Steve Harris|249469|3993600|0.99|1|3|96
1229|The Evil That Men Do|the evil that men do|Adrian Smith/Bruce Dickinson/Steve Harris|325929|5216256|0.99|1|3|96
1230|Afraid To Shoot Strangers|afraid to shoot strangers|Steve Harris|407980|6529024|0.99|1|3|96
1231|Bring Your Daughter... To The Slaughter|bring your daughter... to the slaughter|Bruce Dickinson|317727|5085184|0.99|1|3|96
1232|Heaven Can Wait|heaven can wait|Steve Harris|448574|7178240|0.99|1|3|96
1233|The Clairvoyant|the clairvoyant|Steve Harris|269871|4319232|0.99|1|3|96
1234|Fear Of The Dark|fear of the dark|Steve Harris|431333|6906078|0.99|1|3|96
1235|The Wicker Man|the wicker man|Adrian Smith/Bruce Dickinson/Steve Harris|275539|11022464|0.99|1|1|97
1236|Ghost Of The Navigator|ghost of the navigator|Bruce Dickinson/Janick Gers/Steve Harris|410070|16404608|0.99|1|1|97
1237|Brave New World|brave new world|Bruce Dickinson/David Murray/Steve Harris|378984|15161472|0.99|1|1|97
1238|Blood Brothers|blood brothers|Steve Harris|434442|17379456|0.99|1|1|97
1239|The Mercenary|the mercenary|Janick Gers/Steve Harris|282488|11300992|0.99|1|1|97
1240|Dream Of Mirrors|dream of mirrors|Janick Gers/Steve Harris|561162|22448256|0.99|1|1|97
1241|The Fallen Angel|the fallen angel|Adrian Smith/Steve Harris|240718|9629824|0.99|1|1|97
1242|The Nomad|the nomad|David Murray/Steve Harris|546115|21846144|0.99|1|1|97
1243|Out Of The Silent Planet|out of the silent planet|Bruce Dickinson/Janick Gers/Steve Harris|385541|15423616|0.99|1|1|97
1244|The Thin Line Between Love & Hate|the thin line between love & hate|David Murray/Steve Harris|506801|20273280|0.99|1|1|97
1245|Wildest Dreams|wildest dreams|Adrian Smith/Steve Harris|232777|9312384|0.99|1|13|98
1246|Rainmaker|rainmaker|Bruce Dickinson/David Murray/Steve Harris|228623|9146496|0.99|1|13|98
1247|No More Lies|no more lies|Steve Harris|441782|17672320|0.99|1|13|98
1248|Montsegur|montsegur|Bruce Dickinson/Janick Gers/Steve Harris|350484|14020736|0.99|1|13|98
1249|Dance Of Death|dance of death|Janick Gers/Steve Harris|516649|20670727|0.99|1|13|98
1250|Gates Of Tomorrow|gates of tomorrow|Bruce Dickinson/Janick Gers/Steve Harris|312032|12482688|0.99|1|13|98
1251|New Frontier|new frontier|Adrian Smith/Bruce Dickinson/Nicko McBrain|304509|12181632|0.99|1|13|98
1252|Paschendale|paschendale|Adrian Smith/Steve Harris|508107|20326528|0.99|1|13|98
1253|Face In The Sand|face in the sand|Adrian Smith/Bruce Dickinson/Steve Harris|391105|15648948|0.99|1|13|98
1254|Age Of Innocence|age of innocence|David Murray/Steve Harris|370468|14823478|0.99|1|13|98
1255|Journeyman|journeyman|Bruce Dickinson/David Murray/Steve Harris|427023|17082496|0.99|1|13|98
1256|Be Quick Or Be Dead|be quick or be dead|Bruce Dickinson/Janick Gers|204512|8181888|0.99|1|1|99
1257|From Here To Eternity|from here to eternity|Steve Harris|218357|8739038|0.99|1|1|99
1258|Afraid To Shoot Strangers|afraid to shoot strangers|Steve Harris|416496|16664589|0.99|1|1|99
1259|Fear Is The Key|fear is the key|Bruce Dickinson/Janick Gers|335307|13414528|0.99|1|1|99
1260|Childhood's End|childhood's end|Steve Harris|280607|11225216|0.99|1|1|99
1261|Wasting Love|wasting love|Bruce Dickinson/Janick Gers|350981|14041216|0.99|1|1|99
1262|The Fugitive|the fugitive|Steve Harris|294112|11765888|0.99|1|1|99
1263|Chains Of Misery|chains of misery|Bruce Dickinson/David Murray|217443|8700032|0.99|1|1|99
1264|The Apparition|the apparition|Janick Gers/Steve Harris|234605|9386112|0.99|1|1|99
1265|Judas Be My Guide|judas be my guide|Bruce Dickinson/David Murray|188786|7553152|0.99|1|1|99
1266|Weekend Warrior|weekend warrior|Janick Gers/Steve Harris|339748|13594678|0.99|1|1|99
1267|Fear Of The Dark|fear of the dark|Steve Harris|436976|17483789|0.99|1|1|99
1268|01 - Prowler|01 - prowler|Steve Harris|236173|5668992|0.99|1|6|100
1269|02 - Sanctuary|02 - sanctuary|David Murray/Paul Di'Anno/Steve Harris|196284|4712576|0.99|1|6|100
1270|03 - Remember Tomorrow|03 - remember tomorrow|Harris/Paul Di´Anno|328620|7889024|0.99|1|6|100
1271|04 - Running Free|04 - running free|Harris/Paul Di´Anno|197276|4739122|0.99|1|6|100
1272|05 - Phantom of the Opera|05 - phantom of the opera|Steve Harris|428016|10276872|0.99|1|6|100
1273|06 - Transylvania|06 - transylvania|Steve Harris|259343|6226048|0.99|1|6|100
1274|07 - Strange World|07 - strange world|Steve Harris|332460|7981184|0.99|1|6|100
1275|08 - Charlotte the Harlot|08 - charlotte the harlot|Murray  Dave|252708|6066304|0.99|1|6|100
1276|09 - Iron Maiden|09 - iron maiden|Steve Harris|216058|5189891|0.99|1|6|100
1277|The Ides Of March|the ides of march|Steve Harris|105926|2543744|0.99|1|13|101
1278|Wrathchild|wrathchild|Steve Harris|174471|4188288|0.99|1|13|101
1279|Murders In The Rue Morgue|murders in the rue morgue|Steve Harris|258377|6205786|0.99|1|13|101
1280|Another Life|another life|Steve Harris|203049|4874368|0.99|1|13|101
1281|Genghis Khan|genghis khan|Steve Harris|187141|4493440|0.99|1|13|101
1282|Innocent Exile|innocent exile|Di´Anno/Harris|232515|5584861|0.99|1|13|101
1283|Killers|killers|Steve Harris|300956|7227440|0.99|1|13|101
1284|Prodigal Son|prodigal son|Steve Harris|372349|8937600|0.99|1|13|101
1285|Purgatory|purgatory|Steve Harris|200150|4804736|0.99|1|13|101
1286|Drifter|drifter|Steve Harris|288757|6934660|0.99|1|13|101
1287|Intro- Churchill S Speech|intro- churchill s speech||48013|1154488|0.99|1|13|102
1288|Aces High|aces high||276375|6635187|0.99|1|13|102
1289|2 Minutes To Midnight|2 minutes to midnight|Smith/Dickinson|366550|8799380|0.99|1|3|102
1290|The Trooper|the trooper|Harris|268878|6455255|0.99|1|3|102
1291|Revelations|revelations|Dickinson|371826|8926021|0.99|1|3|102
1292|Flight Of Icarus|flight of icarus|Smith/Dickinson|229982|5521744|0.99|1|3|102
1293|Rime Of The Ancient Mariner|rime of the ancient mariner||789472|18949518|0.99|1|3|102
1294|Powerslave|powerslave||454974|10921567|0.99|1|3|102
1295|The Number Of The Beast|the number of the beast|Harris|275121|6605094|0.99|1|3|102
1296|Hallowed Be Thy name|hallowed be thy name|Harris|451422|10836304|0.99|1|3|102
1297|Iron Maiden|iron maiden|Harris|261955|6289117|0.99|1|3|102
1298|Run To The Hills|run to the hills|Harris|231627|5561241|0.99|1|3|102
1299|Running Free|running free|Harris/Di Anno|204617|4912986|0.99|1|3|102
1300|Wrathchild|wrathchild|Steve Harris|183666|4410181|0.99|1|13|102
1301|Acacia Avenue|acacia avenue||379872|9119118|0.99|1|13|102
1302|Children Of The Damned|children of the damned|Steve Harris|278177|6678446|0.99|1|13|102
1303|Die With Your Boots On|die with your boots on|Adrian Smith/Bruce Dickinson/Steve Harris|314174|7542367|0.99|1|13|102
1304|Phantom Of The Opera|phantom of the opera|Steve Harris|441155|10589917|0.99|1|13|102
1305|Be Quick Or Be Dead|be quick or be dead||233142|5599853|0.99|1|1|103
1306|The Number Of The Beast|the number of the beast||294008|7060625|0.99|1|1|103
1307|Wrathchild|wrathchild||174106|4182963|0.99|1|1|103
1308|From Here To Eternity|from here to eternity||284447|6831163|0.99|1|1|103
1309|Can I Play With Madness|can i play with madness||213106|5118995|0.99|1|1|103
1310|Wasting Love|wasting love||336953|8091301|0.99|1|1|103
1311|Tailgunner|tailgunner||247640|5947795|0.99|1|1|103
1312|The Evil That Men Do|the evil that men do||478145|11479913|0.99|1|1|103
1313|Afraid To Shoot Strangers|afraid to shoot strangers||412525|9905048|0.99|1|1|103
1314|Fear Of The Dark|fear of the dark||431542|10361452|0.99|1|1|103
1315|Bring Your Daughter... To The Slaughter...|bring your daughter... to the slaughter...||376711|9045532|0.99|1|1|104
1316|The Clairvoyant|the clairvoyant||262426|6302648|0.99|1|1|104
1317|Heaven Can Wait|heaven can wait||440555|10577743|0.99|1|1|104
1318|Run To The Hills|run to the hills||235859|5665052|0.99|1|1|104
1319|2 Minutes To Midnight|2 minutes to midnight|Adrian Smith/Bruce Dickinson|338233|8122030|0.99|1|1|104
1320|Iron Maiden|iron maiden||494602|11874875|0.99|1|1|104
1321|Hallowed Be Thy name|hallowed be thy name||447791|10751410|0.99|1|1|104
1322|The Trooper|the trooper||232672|5588560|0.99|1|1|104
1323|Sanctuary|sanctuary||318511|7648679|0.99|1|1|104
1324|Running Free|running free||474017|11380851|0.99|1|1|104
1325|Tailgunner|tailgunner|Bruce Dickinson/Steve Harris|255582|4089856|0.99|1|3|105
1326|Holy Smoke|holy smoke|Bruce Dickinson/Steve Harris|229459|3672064|0.99|1|3|105
1327|No Prayer For The Dying|no prayer for the dying|Steve Harris|263941|4225024|0.99|1|3|105
1328|Public Enema Number One|public enema number one|Bruce Dickinson/David Murray|254197|4071587|0.99|1|3|105
1329|Fates Warning|fates warning|David Murray/Steve Harris|250853|4018088|0.99|1|3|105
1330|The Assassin|the assassin|Steve Harris|258768|4141056|0.99|1|3|105
1331|Run Silent Run Deep|run silent run deep|Bruce Dickinson/Steve Harris|275408|4407296|0.99|1|3|105
1332|Hooks In You|hooks in you|Adrian Smith/Bruce Dickinson|247510|3960832|0.99|1|3|105
1333|Bring Your Daughter... ...To The Slaughter|bring your daughter... ...to the slaughter|Bruce Dickinson|284238|4548608|0.99|1|3|105
1334|Mother Russia|mother russia|Steve Harris|332617|5322752|0.99|1|3|105
1335|Where Eagles Dare|where eagles dare|Steve Harris|369554|5914624|0.99|1|3|106
1336|Revelations|revelations|Bruce Dickinson|408607|6539264|0.99|1|3|106
1337|Flight Of The Icarus|flight of the icarus|Adrian Smith/Bruce Dickinson|230269|3686400|0.99|1|3|106
1338|Die With Your Boots On|die with your boots on|Adrian Smith/Bruce Dickinson/Steve Harris|325694|5212160|0.99|1|3|106
1339|The Trooper|the trooper|Steve Harris|251454|4024320|0.99|1|3|106
1340|Still Life|still life|David Murray/Steve Harris|294347|4710400|0.99|1|3|106
1341|Quest For Fire|quest for fire|Steve Harris|221309|3543040|0.99|1|3|106
1342|Sun And Steel|sun and steel|Adrian Smith/Bruce Dickinson|206367|3306324|0.99|1|3|106
1343|To Tame A Land|to tame a land|Steve Harris|445283|7129264|0.99|1|3|106
1344|Aces High|aces high|Harris|269531|6472088|0.99|1|3|107
1345|2 Minutes To Midnight|2 minutes to midnight|Smith/Dickinson|359810|8638809|0.99|1|3|107
1346|Losfer Words|losfer words|Steve Harris|252891|6074756|0.99|1|3|107
1347|Flash of The Blade|flash of the blade|Dickinson|242729|5828861|0.99|1|3|107
1348|Duelists|duelists|Steve Harris|366471|8800686|0.99|1|3|107
1349|Back in the Village|back in the village|Dickinson/Smith|320548|7696518|0.99|1|3|107
1350|Powerslave|powerslave|Dickinson|407823|9791106|0.99|1|3|107
1351|Rime of the Ancient Mariner|rime of the ancient mariner|Harris|816509|19599577|0.99|1|3|107
1352|Intro|intro||115931|4638848|0.99|1|3|108
1353|The Wicker Man|the wicker man|Adrian Smith/Bruce Dickinson/Steve Harris|281782|11272320|0.99|1|3|108
1354|Ghost Of The Navigator|ghost of the navigator|Bruce Dickinson/Janick Gers/Steve Harris|408607|16345216|0.99|1|3|108
1355|Brave New World|brave new world|Bruce Dickinson/David Murray/Steve Harris|366785|14676148|0.99|1|3|108
1356|Wrathchild|wrathchild|Steve Harris|185808|7434368|0.99|1|3|108
1357|2 Minutes To Midnight|2 minutes to midnight|Adrian Smith/Bruce Dickinson|386821|15474816|0.99|1|3|108
1358|Blood Brothers|blood brothers|Steve Harris|435513|17422464|0.99|1|3|108
1359|Sign Of The Cross|sign of the cross|Steve Harris|649116|25966720|0.99|1|3|108
1360|The Mercenary|the mercenary|Janick Gers/Steve Harris|282697|11309184|0.99|1|3|108
1361|The Trooper|the trooper|Steve Harris|273528|10942592|0.99|1|3|108
1362|Dream Of Mirrors|dream of mirrors|Janick Gers/Steve Harris|578324|23134336|0.99|1|1|109
1363|The Clansman|the clansman|Steve Harris|559203|22370432|0.99|1|1|109
1364|The Evil That Men Do|the evil that men do|Adrian Smith/Bruce Dickinson/Steve Harris|280737|11231360|0.99|1|3|109
1365|Fear Of The Dark|fear of the dark|Steve Harris|460695|18430080|0.99|1|1|109
1366|Iron Maiden|iron maiden|Steve Harris|351869|14076032|0.99|1|1|109
1367|The Number Of The Beast|the number of the beast|Steve Harris|300434|12022107|0.99|1|1|109
1368|Hallowed Be Thy name|hallowed be thy name|Steve Harris|443977|17760384|0.99|1|1|109
1369|Sanctuary|sanctuary|David Murray/Paul Di'Anno/Steve Harris|317335|12695680|0.99|1|1|109
1370|Run To The Hills|run to the hills|Steve Harris|292179|11688064|0.99|1|1|109
1371|Moonchild|moonchild|Adrian Smith; Bruce Dickinson|340767|8179151|0.99|1|3|110
1372|Infinite Dreams|infinite dreams|Steve Harris|369005|8858669|0.99|1|3|110
1373|Can I Play With Madness|can i play with madness|Adrian Smith; Bruce Dickinson; Steve Harris|211043|5067867|0.99|1|3|110
1374|The Evil That Men Do|the evil that men do|Adrian Smith; Bruce Dickinson; Steve Harris|273998|6578930|0.99|1|3|110
1375|Seventh Son of a Seventh Son|seventh son of a seventh son|Steve Harris|593580|14249000|0.99|1|3|110
1376|The Prophecy|the prophecy|Dave Murray; Steve Harris|305475|7334450|0.99|1|3|110
1377|The Clairvoyant|the clairvoyant|Adrian Smith; Bruce Dickinson; Steve Harris|267023|6411510|0.99|1|3|110
1378|Only the Good Die Young|only the good die young|Bruce Dickinson; Harris|280894|6744431|0.99|1|3|110
1379|Caught Somewhere in Time|caught somewhere in time|Steve Harris|445779|10701149|0.99|1|3|111
1380|Wasted Years|wasted years|Adrian Smith|307565|7384358|0.99|1|3|111
1381|Sea of Madness|sea of madness|Adrian Smith|341995|8210695|0.99|1|3|111
1382|Heaven Can Wait|heaven can wait|Steve Harris|441417|10596431|0.99|1|3|111
1383|Stranger in a Strange Land|stranger in a strange land|Adrian Smith|344502|8270899|0.99|1|3|111
1384|Alexander the Great|alexander the great|Steve Harris|515631|12377742|0.99|1|3|111
1385|De Ja Vu|de ja vu|David Murray/Steve Harris|296176|7113035|0.99|1|3|111
1386|The Loneliness of the Long Dis|the loneliness of the long dis|Steve Harris|391314|9393598|0.99|1|3|111
1387|22 Acacia Avenue|22 acacia avenue|Adrian Smith/Steve Harris|395572|5542516|0.99|1|3|112
1388|Children of the Damned|children of the damned|Steve Harris|274364|3845631|0.99|1|3|112
1389|Gangland|gangland|Adrian Smith/Clive Burr/Steve Harris|228440|3202866|0.99|1|3|112
1390|Hallowed Be Thy name|hallowed be thy name|Steve Harris|428669|6006107|0.99|1|3|112
1391|Invaders|invaders|Steve Harris|203180|2849181|0.99|1|3|112
1392|Run to the Hills|run to the hills|Steve Harris|228884|3209124|0.99|1|3|112
1393|The Number Of The Beast|the number of the beast|Steve Harris|293407|11737216|0.99|1|1|112
1394|The Prisoner|the prisoner|Adrian Smith/Steve Harris|361299|5062906|0.99|1|3|112
1395|Sign Of The Cross|sign of the cross|Steve Harris|678008|27121792|0.99|1|1|113
1396|Lord Of The Flies|lord of the flies|Janick Gers/Steve Harris|303699|12148864|0.99|1|1|113
1397|Man On The Edge|man on the edge|Blaze Bayley/Janick Gers|253413|10137728|0.99|1|1|113
1398|Fortunes Of War|fortunes of war|Steve Harris|443977|17760384|0.99|1|1|113
1399|Look For The Truth|look for the truth|Blaze Bayley/Janick Gers/Steve Harris|310230|12411008|0.99|1|1|113
1400|The Aftermath|the aftermath|Blaze Bayley/Janick Gers/Steve Harris|380786|15233152|0.99|1|1|113
1401|Judgement Of Heaven|judgement of heaven|Steve Harris|312476|12501120|0.99|1|1|113
1402|Blood On The World's Hands|blood on the world's hands|Steve Harris|357799|14313600|0.99|1|1|113
1403|The Edge Of Darkness|the edge of darkness|Blaze Bayley/Janick Gers/Steve Harris|399333|15974528|0.99|1|1|113
1404|2 A.M.|2 a.m.|Blaze Bayley/Janick Gers/Steve Harris|337658|13511087|0.99|1|1|113
1405|The Unbeliever|the unbeliever|Janick Gers/Steve Harris|490422|19617920|0.99|1|1|113
1406|Futureal|futureal|Blaze Bayley/Steve Harris|175777|7032960|0.99|1|1|114
1407|The Angel And The Gambler|the angel and the gambler|Steve Harris|592744|23711872|0.99|1|1|114
1408|Lightning Strikes Twice|lightning strikes twice|David Murray/Steve Harris|290377|11616384|0.99|1|1|114
1409|The Clansman|the clansman|Steve Harris|539689|21592327|0.99|1|1|114
1410|When Two Worlds Collide|when two worlds collide|Blaze Bayley/David Murray/Steve Harris|377312|15093888|0.99|1|1|114
1411|The Educated Fool|the educated fool|Steve Harris|404767|16191616|0.99|1|1|114
1412|Don't Look To The Eyes Of A Stranger|don't look to the eyes of a stranger|Steve Harris|483657|19347584|0.99|1|1|114
1413|Como Estais Amigos|como estais amigos|Blaze Bayley/Janick Gers|330292|13213824|0.99|1|1|114
1414|Please Please Please|please please please|James Brown/Johnny Terry|165067|5394585|0.99|1|14|115
1415|Think|think|Lowman Pauling|166739|5513208|0.99|1|14|115
1416|Night Train|night train|Jimmy Forrest/Lewis C. Simpkins/Oscar Washington|212401|7027377|0.99|1|14|115
1417|Out Of Sight|out of sight|Ted Wright|143725|4711323|0.99|1|14|115
1418|Papa's Got A Brand New Bag Pt.1|papa's got a brand new bag pt.1|James Brown|127399|4174420|0.99|1|14|115
1419|I Got You (I Feel Good)|i got you (i feel good)|James Brown|167392|5468472|0.99|1|14|115
1420|It's A Man's Man's Man's World|it's a man's man's man's world|Betty Newsome/James Brown|168228|5541611|0.99|1|14|115
1421|Cold Sweat|cold sweat|Alfred Ellis/James Brown|172408|5643213|0.99|1|14|115
1422|Say It Loud, I'm Black And I'm Proud Pt.1|say it loud, i'm black and i'm proud pt.1|Alfred Ellis/James Brown|167392|5478117|0.99|1|14|115
1423|Get Up (I Feel Like Being A) Sex Machine|get up (i feel like being a) sex machine|Bobby Byrd/James Brown/Ron Lenhoff|316551|10498031|0.99|1|14|115
1424|Hey America|hey america|Addie William Jones/Nat Jones|218226|7187857|0.99|1|14|115
1425|Make It Funky Pt.1|make it funky pt.1|Charles Bobbitt/James Brown|196231|6507782|0.99|1|14|115
1426|I'm A Greedy Man Pt.1|i'm a greedy man pt.1|Charles Bobbitt/James Brown|217730|7251211|0.99|1|14|115
1427|Get On The Good Foot|get on the good foot|Fred Wesley/James Brown/Joseph Mims|215902|7182736|0.99|1|14|115
1428|Get Up Offa That Thing|get up offa that thing|Deanna Brown/Deidra Jenkins/Yamma Brown|250723|8355989|0.99|1|14|115
1429|It's Too Funky In Here|it's too funky in here|Brad Shapiro/George Jackson/Robert Miller/Walter Shaw|239072|7973979|0.99|1|14|115
1430|Living In America|living in america|Charlie Midnight/Dan Hartman|282880|9432346|0.99|1|14|115
1431|I'm Real|i'm real|Full Force/James Brown|334236|11183457|0.99|1|14|115
1432|Hot Pants Pt.1|hot pants pt.1|Fred Wesley/James Brown|188212|6295110|0.99|1|14|115
1433|Soul Power (Live)|soul power (live)|James Brown|260728|8593206|0.99|1|14|115
1434|When You Gonna Learn (Digeridoo)|when you gonna learn (digeridoo)|Jay Kay/Kay, Jay|230635|7655482|0.99|1|1|116
